*𐑐𐑮𐑺-𐑢𐑰𐑤	𐑐𐑮𐑺-𐑣𐑢𐑰𐑤
tomb	𐑑𐑵𐑥	529
tombola	𐑑𐑪𐑥𐑚𐑴𐑤𐑩	43
tombolas	𐑑𐑪𐑥𐑚𐑴𐑤𐑩𐑟	3
tomboy	𐑑𐑪𐑥𐑚𐑶	43
tomboys	𐑑𐑪𐑥𐑚𐑶𐑟	2
tombs	𐑑𐑵𐑥𐑟	224
tombstone	𐑑𐑵𐑥𐑕𐑑𐑴𐑯	71
tombstones	𐑑𐑵𐑥𐑕𐑑𐑴𐑯𐑟	68
tomcat	𐑑𐑪𐑥𐑒𐑨𐑑	24
tomcats	𐑑𐑪𐑥𐑒𐑨𐑑𐑕	5
tome	𐑑𐑴𐑥	85
tomes	𐑑𐑴𐑥𐑟	54
tomfool	𐑑𐑪𐑥𐑓𐑵𐑤	0
tomfooleries	𐑑𐑪𐑥𐑓𐑵𐑤𐑼𐑦𐑟	1
tomfoolery	𐑑𐑪𐑥𐑓𐑵𐑤𐑼𐑦	12
tomfools	𐑑𐑪𐑥𐑓𐑵𐑤𐑟	0
tomlin	𐑑𐑪𐑥𐑤𐑦𐑯	23
tommy	𐑑𐑪𐑥𐑦	1163
tommy-gun	𐑑𐑪𐑥𐑦-𐑜𐑳𐑯	4
tommy-guns	𐑑𐑪𐑥𐑦-𐑜𐑳𐑯𐑟	6
tommy-rot	𐑑𐑪𐑥𐑦-𐑮𐑪𐑑	0
tomorrow	𐑑𐑩𐑥𐑪𐑮𐑴	9266
tomorrows	𐑑𐑩𐑥𐑪𐑮𐑴𐑟	13
tomtit	𐑑𐑪𐑥𐑑𐑦𐑑	0
tomtits	𐑑𐑪𐑥𐑑𐑦𐑑𐑕	0
tomtom	𐑑𐑪𐑥𐑑𐑪𐑥	1
tomtoms	𐑑𐑪𐑥𐑑𐑪𐑥𐑟	0
ton	𐑑𐑳𐑯	470
tonal	𐑑𐑴𐑯𐑩𐑤	211
tonalities	𐑑𐑴𐑯𐑨𐑤𐑦𐑑𐑦𐑟	20
tonality	𐑑𐑴𐑯𐑨𐑤𐑦𐑑𐑦	50
tonbridge	𐑑𐑪𐑯𐑚𐑮𐑦𐑡	61
tone	𐑑𐑴𐑯	4309
tone-deaf	𐑑𐑴𐑯-𐑛𐑧𐑓	6
tone-poem	𐑑𐑴𐑯-𐑐𐑴𐑩𐑥	1
tone-poems	𐑑𐑴𐑯-𐑐𐑴𐑩𐑥𐑟	2
toned	𐑑𐑴𐑯𐑛	64
toneless	𐑑𐑴𐑯𐑤𐑩𐑕	16
tonelessly	𐑑𐑴𐑯𐑤𐑩𐑕𐑤𐑦	21
tones	𐑑𐑴𐑯𐑟	870
tonga	𐑑𐑪𐑙𐑩	97
tongan	𐑑𐑪𐑙𐑩𐑯	16
tongans	𐑑𐑪𐑙𐑩𐑯𐑟	0
tongs	𐑑𐑪𐑙𐑟	62
tongue	𐑑𐑳𐑙	2332
tongue-in-cheek	𐑑𐑳𐑙-𐑦𐑯-𐑗𐑰𐑒	23
tongue-tied	𐑑𐑳𐑙-𐑑𐑲𐑛	61
tongue-twister	𐑑𐑳𐑙-𐑑𐑢𐑦𐑕𐑑𐑼	2
tongue-twisters	𐑑𐑳𐑙-𐑑𐑢𐑦𐑕𐑑𐑼𐑟	1
tongued	𐑑𐑳𐑙𐑛	13
tongues	𐑑𐑳𐑙𐑟	348
tonic	𐑑𐑪𐑯𐑦𐑒	374
tonic sol-fa	𐑑𐑪𐑯𐑦𐑒 𐑕𐑪𐑤-𐑓𐑭	0
tonics	𐑑𐑪𐑯𐑦𐑒𐑕	71
tonight	𐑑𐑩𐑯𐑲𐑑	6863
toning	𐑑𐑴𐑯𐑦𐑙	60
tonnage	𐑑𐑳𐑯𐑦𐑡	80
tonnages	𐑑𐑳𐑯𐑦𐑡𐑩𐑟	20
tonne	𐑑𐑳𐑯	320
tonned	𐑑𐑳𐑯𐑛	0
tonnes	𐑑𐑳𐑯𐑟	1862
tonning	𐑑𐑳𐑯𐑦𐑙	0
tons	𐑑𐑳𐑯𐑟	1177
tonsil	𐑑𐑪𐑯𐑕𐑦𐑤	6
tonsillitis	𐑑𐑪𐑯𐑕𐑦𐑤𐑲𐑑𐑦𐑕	25
tonsils	𐑑𐑪𐑯𐑕𐑦𐑤𐑟	46
tonsorial	𐑑𐑪𐑯𐑕𐑹𐑾𐑤	1
tonsure	𐑑𐑪𐑯𐑖𐑼	33
tonsured	𐑑𐑪𐑯𐑖𐑼𐑛	9
tonsures	𐑑𐑪𐑯𐑖𐑼𐑟	4
tonsuring	𐑑𐑪𐑯𐑖𐑼𐑦𐑙	0
tontine	𐑑𐑪𐑯𐑑𐑰𐑯	2
tontines	𐑑𐑪𐑯𐑑𐑰𐑯𐑟	0
tony	𐑑𐑴𐑯𐑦	4981
tonyrefail	𐑑𐑪𐑯𐑦𐑮𐑧𐑝𐑲𐑤	1
too	𐑑𐑵	70164
toodle	𐑑𐑵𐑛𐑩𐑤	0
took	𐑑𐑫𐑒	38831
tool	𐑑𐑵𐑤	2200
tooled	𐑑𐑵𐑤𐑛	18
tooling	𐑑𐑵𐑤𐑦𐑙	17
tools	𐑑𐑵𐑤𐑟	3174
toot	𐑑𐑵𐑑	24
tooted	𐑑𐑵𐑑𐑩𐑛	12
tooth	𐑑𐑵𐑔	631
toothache	𐑑𐑵𐑔𐑱𐑒	92
toothbrush	𐑑𐑵𐑔𐑚𐑮𐑳𐑖	124
toothbrushes	𐑑𐑵𐑔𐑚𐑮𐑳𐑖𐑩𐑟	30
toothed	𐑑𐑵𐑔𐑑	47
toothless	𐑑𐑵𐑔𐑤𐑩𐑕	85
toothpaste	𐑑𐑵𐑔𐑐𐑱𐑕𐑑	154
toothpastes	𐑑𐑵𐑔𐑐𐑱𐑕𐑑𐑕	6
toothpick	𐑑𐑵𐑔𐑐𐑦𐑒	23
toothpicks	𐑑𐑵𐑔𐑐𐑦𐑒𐑕	4
toothpowder	𐑑𐑵𐑔𐑐𐑬𐑛𐑼	1
toothsome	𐑑𐑵𐑔𐑕𐑩𐑥	10
toothy	𐑑𐑵𐑔𐑦	13
tooting	𐑑𐑵𐑑𐑦𐑙	98
tootle	𐑑𐑵𐑑𐑩𐑤	1
tootled	𐑑𐑵𐑑𐑩𐑤𐑛	2
tootles	𐑑𐑵𐑑𐑩𐑤𐑟	0
tootling	𐑑𐑵𐑑𐑤𐑦𐑙	6
toots	𐑑𐑵𐑑𐑕	6
tootsums	𐑑𐑫𐑑𐑕𐑩𐑥𐑟	0
top	𐑑𐑪𐑐	14971
top-boot	𐑑𐑪𐑐-𐑚𐑵𐑑	0
top-boots	𐑑𐑪𐑐-𐑚𐑵𐑑𐑕	3
top-dress	𐑑𐑪𐑐-𐑛𐑮𐑧𐑕	0
top-dressed	𐑑𐑪𐑐-𐑛𐑮𐑧𐑕𐑑	0
top-dresses	𐑑𐑪𐑐-𐑛𐑮𐑧𐑕𐑩𐑟	0
top-dressing	𐑑𐑪𐑐-𐑛𐑮𐑧𐑕𐑦𐑙	3
top-dressings	𐑑𐑪𐑐-𐑛𐑮𐑧𐑕𐑦𐑙𐑟	0
top-flight	𐑑𐑪𐑐-𐑓𐑤𐑲𐑑	15
top-hat	𐑑𐑪𐑐-𐑣𐑨𐑑	3
top-heavy	𐑑𐑪𐑐-𐑣𐑧𐑝𐑦	44
top-hole	𐑑𐑪𐑐-𐑣𐑴𐑤	2
top-of-the-line	𐑑𐑪𐑐-𐑝-𐑞-𐑤𐑲𐑯	6
top-ranking	𐑑𐑪𐑐-𐑮𐑨𐑙𐑒𐑦𐑙	8
topaz	𐑑𐑴𐑐𐑨𐑟	27
topazes	𐑑𐑴𐑐𐑨𐑟𐑩𐑟	0
topcoat	𐑑𐑪𐑐𐑒𐑴𐑑	22
topcoats	𐑑𐑪𐑐𐑒𐑴𐑑𐑕	3
tope	𐑑𐑴𐑐	0
toped	𐑑𐑴𐑐𐑑	0
toper	𐑑𐑴𐑐𐑼	10
topers	𐑑𐑴𐑐𐑼𐑟	2
topes	𐑑𐑴𐑐𐑕	0
topgallant	𐑑𐑪𐑐𐑜𐑨𐑤𐑩𐑯𐑑	0
topgallants	𐑑𐑪𐑐𐑜𐑨𐑤𐑩𐑯𐑑𐑕	1
topi	𐑑𐑴𐑐𐑦	0
topiary	𐑑𐑴𐑐𐑽𐑦	15
topic	𐑑𐑪𐑐𐑦𐑒	2448
topical	𐑑𐑪𐑐𐑦𐑒𐑩𐑤	262
topically	𐑑𐑪𐑐𐑦𐑒𐑤𐑦	25
topics	𐑑𐑪𐑐𐑦𐑒𐑕	1928
toping	𐑑𐑴𐑐𐑦𐑙	2
topis	𐑑𐑴𐑐𐑦𐑟	0
topknot	𐑑𐑪𐑐𐑯𐑪𐑑	21
topknots	𐑑𐑪𐑐𐑯𐑪𐑑𐑕	1
topless	𐑑𐑪𐑐𐑤𐑩𐑕	123
topmast	𐑑𐑪𐑐𐑥𐑭𐑕𐑑	0
topmasts	𐑑𐑪𐑐𐑥𐑭𐑕𐑑𐑕	0
topmost	𐑑𐑪𐑐𐑥𐑴𐑕𐑑	75
topnotch	𐑑𐑪𐑐𐑯𐑪𐑗	0
topographical	𐑑𐑪𐑐𐑩𐑜𐑮𐑨𐑓𐑦𐑒𐑩𐑤	136
topographically	𐑑𐑪𐑐𐑩𐑜𐑮𐑨𐑓𐑦𐑒𐑤𐑦	15
topographies	𐑑𐑩𐑐𐑪𐑜𐑮𐑩𐑓𐑦𐑟	9
topography	𐑑𐑩𐑐𐑪𐑜𐑮𐑩𐑓𐑦	213
topologies	𐑑𐑩𐑐𐑪𐑤𐑩𐑡𐑦𐑟	8
topology	𐑑𐑩𐑐𐑪𐑤𐑩𐑡𐑦	64
topp	𐑑𐑪𐑐	12
topped	𐑑𐑪𐑐𐑑	497
topper	𐑑𐑪𐑐𐑼	21
toppers	𐑑𐑪𐑐𐑼𐑟	12
topping	𐑑𐑪𐑐𐑦𐑙	190
toppingly	𐑑𐑪𐑐𐑦𐑙𐑤𐑦	0
topple	𐑑𐑪𐑐𐑩𐑤	109
toppled	𐑑𐑪𐑐𐑩𐑤𐑛	191
topples	𐑑𐑪𐑐𐑩𐑤𐑟	14
toppling	𐑑𐑪𐑐𐑤𐑦𐑙	59
tops	𐑑𐑪𐑐𐑕	889
topsail	𐑑𐑪𐑐𐑕𐑱𐑤	4
topsails	𐑑𐑪𐑐𐑕𐑱𐑤𐑟	0
topsy-turvy	𐑑𐑪𐑐𐑕𐑦-𐑑𐑻𐑝𐑦	31
topsy-turvydom	𐑑𐑪𐑐𐑕𐑦-𐑑𐑻𐑝𐑦𐑛𐑩𐑥	0
topsy-turvydoms	𐑑𐑪𐑐𐑕𐑦-𐑑𐑻𐑝𐑦𐑛𐑩𐑥𐑟	0
toque	𐑑𐑴𐑒	2
toques	𐑑𐑴𐑒𐑕	2
tor	𐑑𐑹	117
torbay	𐑑𐑹𐑚𐑱	10
torch	𐑑𐑹𐑗	842
torch-race	𐑑𐑹𐑗-𐑮𐑱𐑕	0
torch-races	𐑑𐑹𐑗-𐑮𐑱𐑕𐑩𐑟	0
torch-singer	𐑑𐑹𐑗-𐑕𐑦𐑙𐑼	0
torch-singers	𐑑𐑹𐑗-𐑕𐑦𐑙𐑼𐑟	0
torches	𐑑𐑹𐑗𐑩𐑟	198
torchlight	𐑑𐑹𐑗𐑤𐑲𐑑	95
tore	𐑑𐑹	727
toreador	𐑑𐑪𐑮𐑾𐑛𐑹	2
toreadors	𐑑𐑪𐑮𐑾𐑛𐑹𐑟	1
tories	𐑑𐑹𐑦𐑟	1989
torino	𐑑𐑼𐑰𐑯𐑴	8
torment	𐑑𐑹𐑥𐑧𐑯𐑑	319
tormented	𐑑𐑹𐑥𐑧𐑯𐑑𐑩𐑛	174
tormenting	𐑑𐑹𐑥𐑧𐑯𐑑𐑦𐑙	64
tormentor	𐑑𐑹𐑥𐑧𐑯𐑑𐑼	42
tormentors	𐑑𐑹𐑥𐑧𐑯𐑑𐑼𐑟	43
torments	𐑑𐑹𐑥𐑧𐑯𐑑𐑕	47
torn	𐑑𐑹𐑯	1228
tornado	𐑑𐑹𐑯𐑱𐑛𐑴	107
tornadoes	𐑑𐑹𐑯𐑱𐑛𐑴𐑟	32
toronto	𐑑𐑼𐑪𐑯𐑑𐑴	439
torpedo	𐑑𐑹𐑐𐑰𐑛𐑴	125
torpedo-boat	𐑑𐑹𐑐𐑰𐑛𐑴-𐑚𐑴𐑑	0
torpedo-boats	𐑑𐑹𐑐𐑰𐑛𐑴-𐑚𐑴𐑑𐑕	2
torpedo-tube	𐑑𐑹𐑐𐑰𐑛𐑴-𐑑𐑿𐑚	0
torpedo-tubes	𐑑𐑹𐑐𐑰𐑛𐑴-𐑑𐑿𐑚𐑟	1
torpedoed	𐑑𐑹𐑐𐑰𐑛𐑴𐑛	27
torpedoes	𐑑𐑹𐑐𐑰𐑛𐑴𐑟	70
torpedoing	𐑑𐑹𐑐𐑰𐑛𐑴𐑦𐑙	1
torpedos	𐑑𐑹𐑐𐑰𐑛𐑴𐑟	0
torpid	𐑑𐑹𐑐𐑦𐑛	26
torpidity	𐑑𐑹𐑐𐑦𐑛𐑦𐑑𐑦	0
torpidly	𐑑𐑹𐑐𐑦𐑛𐑤𐑦	2
torpidness	𐑑𐑹𐑐𐑦𐑛𐑯𐑩𐑕	0
torpor	𐑑𐑹𐑐𐑼	56
torpors	𐑑𐑹𐑐𐑼𐑟	0
torquay	𐑑𐑹𐑒𐑰	288
torque	𐑑𐑹𐑒	384
torqued	𐑑𐑹𐑒𐑑	0
torques	𐑑𐑹𐑒𐑕	21
torrent	𐑑𐑪𐑮𐑩𐑯𐑑	261
torrential	𐑑𐑼𐑧𐑯𐑖𐑩𐑤	162
torrents	𐑑𐑪𐑮𐑩𐑯𐑑𐑕	72
torrid	𐑑𐑪𐑮𐑦𐑛	52
torridity	𐑑𐑪𐑮𐑦𐑛𐑦𐑑𐑦	0
tors	𐑑𐑹𐑟	13
torsion	𐑑𐑹𐑖𐑩𐑯	59
torso	𐑑𐑹𐑕𐑴	222
torsos	𐑑𐑹𐑕𐑴𐑟	30
tort	𐑑𐑹𐑑	362
tortilla	𐑑𐑹𐑑𐑰𐑘𐑩	26
tortillas	𐑑𐑹𐑑𐑰𐑘𐑩𐑟	22
tortoise	𐑑𐑹𐑑𐑩𐑕	131
tortoises	𐑑𐑹𐑑𐑩𐑕𐑩𐑟	84
tortoiseshell	𐑑𐑹𐑑𐑩𐑕𐑖𐑧𐑤	59
torts	𐑑𐑹𐑑𐑕	65
tortuous	𐑑𐑹𐑗𐑫𐑩𐑕	146
tortuously	𐑑𐑹𐑗𐑫𐑩𐑕𐑤𐑦	11
torture	𐑑𐑹𐑗𐑼	697
tortured	𐑑𐑹𐑗𐑼𐑛	389
torturer	𐑑𐑹𐑗𐑼𐑼	28
torturers	𐑑𐑹𐑗𐑼𐑼𐑟	59
tortures	𐑑𐑹𐑗𐑼𐑟	29
torturing	𐑑𐑹𐑗𐑼𐑦𐑙	47
torus	𐑑𐑹𐑩𐑕	38
tory	𐑑𐑹𐑦	3279
tosh	𐑑𐑪𐑖	27
toshes	𐑑𐑪𐑖𐑩𐑟	0
toss	𐑑𐑪𐑕	384
toss-up	𐑑𐑪𐑕-𐑳𐑐	13
toss-ups	𐑑𐑪𐑕-𐑳𐑐𐑕	0
tossed	𐑑𐑪𐑕𐑑	678
tosses	𐑑𐑪𐑕𐑩𐑟	37
tossing	𐑑𐑪𐑕𐑦𐑙	214
tot	𐑑𐑪𐑑	117
total	𐑑𐑴𐑑𐑩𐑤	13254
totalitarian	𐑑𐑴𐑑𐑨𐑤𐑦𐑑𐑺𐑾𐑯	89
totalitarianism	𐑑𐑴𐑑𐑨𐑤𐑦𐑑𐑺𐑾𐑯𐑦𐑟𐑩𐑥	62
totality	𐑑𐑴𐑑𐑨𐑤𐑦𐑑𐑦	327
totalizator	𐑑𐑴𐑑𐑩𐑤𐑲𐑟𐑱𐑑𐑼	0
totalizators	𐑑𐑴𐑑𐑩𐑤𐑲𐑟𐑱𐑑𐑼𐑟	0
totalled	𐑑𐑴𐑑𐑩𐑤𐑛	193
totalling	𐑑𐑴𐑑𐑩𐑤𐑦𐑙	292
totally	𐑑𐑴𐑑𐑩𐑤𐑦	5807
totals	𐑑𐑴𐑑𐑩𐑤𐑟	250
tote	𐑑𐑴𐑑	36
toted	𐑑𐑴𐑑𐑩𐑛	4
totem	𐑑𐑴𐑑𐑩𐑥	81
totem-pole	𐑑𐑴𐑑𐑩𐑥-𐑐𐑴𐑤	2
totem-poles	𐑑𐑴𐑑𐑩𐑥-𐑐𐑴𐑤𐑟	1
totems	𐑑𐑴𐑑𐑩𐑥𐑟	21
totes	𐑑𐑴𐑑𐑕	6
toting	𐑑𐑴𐑑𐑦𐑙	19
totnes	𐑑𐑪𐑑𐑯𐑩𐑕	45
tots	𐑑𐑪𐑑𐑕	52
totted	𐑑𐑪𐑑𐑩𐑛	21
tottenham	𐑑𐑪𐑑𐑩𐑯𐑩𐑥	663
totter	𐑑𐑪𐑑𐑼	48
tottered	𐑑𐑪𐑑𐑼𐑛	50
tottering	𐑑𐑪𐑑𐑼𐑦𐑙	55
totters	𐑑𐑪𐑑𐑼𐑟	14
tottery	𐑑𐑪𐑑𐑼𐑦	2
totting	𐑑𐑪𐑑𐑦𐑙	23
toucan	𐑑𐑵𐑒𐑨𐑯	9
toucans	𐑑𐑵𐑒𐑨𐑯𐑟	13
touch	𐑑𐑳𐑗	6222
touch-and-go	𐑑𐑳𐑗-𐑯-𐑜𐑴	0
touch-type	𐑑𐑳𐑗-𐑑𐑲𐑐	0
touch-typed	𐑑𐑳𐑗-𐑑𐑲𐑐𐑑	0
touch-types	𐑑𐑳𐑗-𐑑𐑲𐑐𐑕	0
touch-typing	𐑑𐑳𐑗-𐑑𐑲𐑐𐑦𐑙	0
touchable	𐑑𐑳𐑗𐑩𐑚𐑩𐑤	0
touchdown	𐑑𐑳𐑗𐑛𐑬𐑯	89
touchdowns	𐑑𐑳𐑗𐑛𐑬𐑯𐑟	35
touche	𐑑𐑵𐑖𐑱	1
touched	𐑑𐑳𐑗𐑑	2727
touches	𐑑𐑳𐑗𐑩𐑟	567
touchier	𐑑𐑳𐑗𐑦𐑼	1
touchiest	𐑑𐑳𐑗𐑦𐑩𐑕𐑑	0
touchily	𐑑𐑳𐑗𐑦𐑤𐑦	1
touchiness	𐑑𐑳𐑗𐑦𐑯𐑩𐑕	4
touching	𐑑𐑳𐑗𐑦𐑙	1043
touchingly	𐑑𐑳𐑗𐑦𐑙𐑤𐑦	50
touchline	𐑑𐑳𐑗𐑤𐑲𐑯	132
touchlines	𐑑𐑳𐑗𐑤𐑲𐑯𐑟	1
touchpad	𐑑𐑳𐑗𐑐𐑨𐑛	1
touchpads	𐑑𐑳𐑗𐑐𐑨𐑛𐑟	0
touchstone	𐑑𐑳𐑗𐑕𐑑𐑴𐑯	70
touchstones	𐑑𐑳𐑗𐑕𐑑𐑴𐑯𐑟	12
touchy	𐑑𐑳𐑗𐑦	101
touché	𐑑𐑵𐑖𐑱	2
tough	𐑑𐑳𐑓	2963
tough-looking	𐑑𐑳𐑓-𐑤𐑫𐑒𐑦𐑙	7
toughen	𐑑𐑳𐑓𐑩𐑯	37
toughened	𐑑𐑳𐑓𐑩𐑯𐑛	60
toughening	𐑑𐑳𐑓𐑩𐑯𐑦𐑙	12
toughens	𐑑𐑳𐑓𐑩𐑯𐑟	7
tougher	𐑑𐑳𐑓𐑼	599
toughest	𐑑𐑳𐑓𐑩𐑕𐑑	281
toughie	𐑑𐑳𐑓𐑦	12
toughies	𐑑𐑳𐑓𐑦𐑟	1
toughly	𐑑𐑳𐑓𐑤𐑦	16
toughness	𐑑𐑳𐑓𐑯𐑩𐑕	172
toughs	𐑑𐑳𐑓𐑕	11
toulon	𐑑𐑵𐑤𐑪𐑯	9
toulouse	𐑑𐑵𐑤𐑵𐑟	166
toupee	𐑑𐑵𐑐𐑱	22
toupees	𐑑𐑵𐑐𐑱𐑟	4
tour	𐑑𐑫𐑼	5195
tour de force	𐑑𐑫𐑼 𐑛𐑩 𐑓𐑹𐑕	56
toured	𐑑𐑫𐑼𐑛	306
touring	𐑑𐑫𐑼𐑦𐑙	456
tourism	𐑑𐑫𐑼𐑦𐑟𐑩𐑥	1342
tourist	𐑑𐑫𐑼𐑦𐑕𐑑	1704
tourists	𐑑𐑫𐑼𐑦𐑕𐑑𐑕	1489
tournament	𐑑𐑹𐑯𐑩𐑥𐑩𐑯𐑑	1544
tournaments	𐑑𐑹𐑯𐑩𐑥𐑩𐑯𐑑𐑕	436
tourney	𐑑𐑻𐑯𐑦	7
tourneys	𐑑𐑻𐑯𐑦𐑟	3
tourniquet	𐑑𐑫𐑼𐑯𐑦𐑒𐑱	33
tourniquets	𐑑𐑫𐑼𐑯𐑦𐑒𐑱𐑟	2
tours	𐑑𐑫𐑼	142
tours	𐑑𐑫𐑼𐑟	696
tours de force	𐑑𐑫𐑼 𐑛𐑩 𐑓𐑹𐑕	0
tousle	𐑑𐑬𐑟𐑩𐑤	0
tousled	𐑑𐑬𐑟𐑩𐑤𐑛	90
tousles	𐑑𐑬𐑟𐑩𐑤𐑟	0
tousling	𐑑𐑬𐑟𐑤𐑦𐑙	2
tout	𐑑𐑬𐑑	61
tout ensemble	𐑑𐑵𐑑 𐑪𐑯𐑕𐑪𐑥𐑚𐑩𐑤	0
touted	𐑑𐑬𐑑𐑩𐑛	62
touting	𐑑𐑬𐑑𐑦𐑙	58
touts	𐑑𐑬𐑑𐑕	38
tow	𐑑𐑴	340
toward	𐑑𐑩𐑢𐑹𐑛	1271
towards	𐑑𐑩𐑢𐑹𐑛𐑟	28600
towcester	𐑑𐑴𐑕𐑑𐑼	42
towed	𐑑𐑴𐑛	161
towel	𐑑𐑬𐑩𐑤	871
towel-horse	𐑑𐑬𐑩𐑤-𐑣𐑹𐑕	0
towel-horses	𐑑𐑬𐑩𐑤-𐑣𐑹𐑕𐑩𐑟	0
towel-rack	𐑑𐑬𐑩𐑤-𐑮𐑨𐑒	0
towel-racks	𐑑𐑬𐑩𐑤-𐑮𐑨𐑒𐑕	0
towel-rail	𐑑𐑬𐑩𐑤-𐑮𐑱𐑤	1
towel-rails	𐑑𐑬𐑩𐑤-𐑮𐑱𐑤𐑟	1
towelled	𐑑𐑬𐑩𐑤𐑛	23
towelling	𐑑𐑬𐑩𐑤𐑦𐑙	100
towels	𐑑𐑬𐑩𐑤𐑟	417
tower	𐑑𐑬𐑼	2101
tower hamlets	𐑑𐑬𐑼 𐑣𐑨𐑥𐑤𐑩𐑑𐑕	0
tower-block	𐑑𐑬𐑼-𐑚𐑤𐑪𐑒	3
tower-blocks	𐑑𐑬𐑼-𐑚𐑤𐑪𐑒𐑕	5
towered	𐑑𐑬𐑼𐑛	81
towering	𐑑𐑬𐑼𐑦𐑙	344
towers	𐑑𐑬𐑼𐑟	797
towing	𐑑𐑴𐑦𐑙	108
towing-line	𐑑𐑴𐑦𐑙-𐑤𐑲𐑯	0
towing-lines	𐑑𐑴𐑦𐑙-𐑤𐑲𐑯𐑟	0
towing-path	𐑑𐑴𐑦𐑙-𐑐𐑭𐑔	0
towing-paths	𐑑𐑴𐑦𐑙-𐑐𐑭𐑞𐑟	0
towing-rope	𐑑𐑴𐑦𐑯-𐑮𐑴𐑐	0
towing-ropes	𐑑𐑴𐑦𐑯-𐑮𐑴𐑐𐑕	0
towline	𐑑𐑴𐑤𐑲𐑯	7
towlines	𐑑𐑴𐑤𐑲𐑯𐑟	0
town	𐑑𐑬𐑯	16027
town-crier	𐑑𐑬𐑯-𐑒𐑮𐑲𐑼	1
town-criers	𐑑𐑬𐑯-𐑒𐑮𐑲𐑼𐑟	0
town-gas	𐑑𐑬𐑯-𐑜𐑨𐑕	0
townee	𐑑𐑬𐑯𐑦	3
townees	𐑑𐑬𐑯𐑦𐑟	5
towns	𐑑𐑬𐑯𐑟	3986
townscape	𐑑𐑬𐑯𐑕𐑒𐑱𐑐	34
townsfolk	𐑑𐑬𐑯𐑟𐑓𐑴𐑒	66
township	𐑑𐑬𐑯𐑖𐑦𐑐	289
townships	𐑑𐑬𐑯𐑖𐑦𐑐𐑕	232
townsman	𐑑𐑬𐑯𐑟𐑥𐑩𐑯	20
townsmen	𐑑𐑬𐑯𐑟𐑥𐑧𐑯	61
townspeople	𐑑𐑬𐑯𐑟𐑐𐑰𐑐𐑩𐑤	0
towpath	𐑑𐑴𐑐𐑭𐑔	139
towpaths	𐑑𐑴𐑐𐑭𐑞𐑟	18
towrope	𐑑𐑴𐑮𐑴𐑐	0
towropes	𐑑𐑴𐑮𐑴𐑐𐑕	0
tows	𐑑𐑴𐑟	17
towsy	𐑑𐑬𐑟𐑦	0
toxaemia	𐑑𐑪𐑒𐑕𐑰𐑥𐑾	14
toxic	𐑑𐑪𐑒𐑕𐑦𐑒	1177
toxicity	𐑑𐑪𐑒𐑕𐑦𐑕𐑦𐑑𐑦	166
toxicologist	𐑑𐑪𐑒𐑕𐑦𐑒𐑪𐑤𐑩𐑡𐑦𐑕𐑑	4
toxicologists	𐑑𐑪𐑒𐑕𐑦𐑒𐑪𐑤𐑩𐑡𐑦𐑕𐑑𐑕	5
toxicology	𐑑𐑪𐑒𐑕𐑦𐑒𐑪𐑤𐑩𐑡𐑦	34
toxin	𐑑𐑪𐑒𐑕𐑦𐑯	211
toxins	𐑑𐑪𐑒𐑕𐑦𐑯𐑟	218
toy	𐑑𐑶	563
toyed	𐑑𐑶𐑛	108
toying	𐑑𐑶𐑦𐑙	113
toys	𐑑𐑶𐑟	1084
toyshop	𐑑𐑶𐑖𐑪𐑐	8
toyshops	𐑑𐑶𐑖𐑪𐑐𐑕	7
trace	𐑑𐑮𐑱𐑕	1958
traceable	𐑑𐑮𐑱𐑕𐑩𐑚𐑩𐑤	76
traced	𐑑𐑮𐑱𐑕𐑑	956
tracer	𐑑𐑮𐑱𐑕𐑼	94
traceries	𐑑𐑮𐑱𐑕𐑼𐑦𐑟	3
tracers	𐑑𐑮𐑱𐑕𐑼𐑟	19
tracery	𐑑𐑮𐑱𐑕𐑼𐑦	76
traces	𐑑𐑮𐑱𐑕𐑩𐑟	858
trachea	𐑑𐑮𐑩𐑒𐑾	65
tracheae	𐑑𐑮𐑩𐑒𐑦𐑰	22
trachoma	𐑑𐑮𐑩𐑒𐑴𐑥𐑩	4
tracing	𐑑𐑮𐑱𐑕𐑦𐑙	345
tracing-paper	𐑑𐑮𐑱𐑕𐑦𐑙-𐑐𐑱𐑐𐑼	0
tracings	𐑑𐑮𐑱𐑕𐑦𐑙𐑟	21
track	𐑑𐑮𐑨𐑒	6053
tracked	𐑑𐑮𐑨𐑒𐑑	253
tracker	𐑑𐑮𐑨𐑒𐑼	28
trackers	𐑑𐑮𐑨𐑒𐑼𐑟	34
tracking	𐑑𐑮𐑨𐑒𐑦𐑙	271
trackless	𐑑𐑮𐑨𐑒𐑤𐑩𐑕	24
tracks	𐑑𐑮𐑨𐑒𐑕	1844
tracksuit	𐑑𐑮𐑨𐑒𐑕𐑵𐑑	131
tracksuits	𐑑𐑮𐑨𐑒𐑕𐑵𐑑𐑕	33
tract	𐑑𐑮𐑨𐑒𐑑	538
tractabilities	𐑑𐑮𐑨𐑒𐑑𐑩𐑚𐑦𐑤𐑦𐑑𐑦𐑟	0
tractability	𐑑𐑮𐑨𐑒𐑑𐑩𐑚𐑦𐑤𐑦𐑑𐑦	5
tractable	𐑑𐑮𐑨𐑒𐑑𐑩𐑚𐑩𐑤	48
traction	𐑑𐑮𐑨𐑒𐑖𐑩𐑯	211
